,Unnamed: 0,song_id,song_length,genre_ids,artist_name,composer,lyricist,language
65670,78958,0KpIpPmkQB1GtY6an/DsV6Wj0kW2NQAdt7eVBEDOWD8=,248462,['139'],['Elle Varner'],"['Elle Varner', ' Jimmy Varner']","['Elle Varner', ' Jimmy Varner']",52.0
65697,78994,b3chnmnhLXZwvTL8PsPFfemRVvOPUbQtb5Aw8Im3cAQ=,255976,['465'],['VIA 75'],['Sergey Bondarev'],['Sergey Bondarev'],52.0
65736,79041,cj0mPj0mIBiVzVKQ9BBvYJYigSBIt69T4laR5oT6nnQ=,231053,['1616'],['Various Artists'],['Michael Kull'],"['Michael Kull', ' Maurizio Colella', ' Howie Rivers', ' Eric Elison', ' Angelica Ai Ming Oei']",52.0
65764,79079,aqfkPox/rFjgftrIB++8VDl1mC9zpwFDRXcPtvrKGc0=,259717,['465'],['Modern Talking'],['Dieter Bohlen'],['Dieter Bohlen'],52.0
65776,79096,9pqpIZrs87emGqhMCYfNWaExqqnmj6AvMCf77vlOdqk=,216224,['1616'],['Fedde le Grand'],"['Fedde Le Grand', ' Jan van der Toorn', ' Cliff Coenraad', ' Erene']","['Fedde Le Grand', ' Jan van der Toorn', ' Cliff Coenraad', ' Erene']",52.0
65857,79200,iOxKC2GPP8/buLlHkBSBDcbwGmonffLn7XciYHYQugU=,198191,['465'],['Jessica Mauboy'],"['Sia Furler', ' Chris Braide']","['Sia Furler', ' Chris Braide']",52.0
65863,79207,AswpXRc02muc8JzceQ2B41nGid1n/XwqPy3wfZ/6GX0=,234875,['465'],['Betty Who'],"['Jessica Newham', 'Peter Walsh']","['Jessica Newham', 'Peter Walsh']",52.0
65864,79208,qzeY9p+b6gJVoHdjL+uNpw/sxbgFgv0b6rir6MLTJyM=,235869,['465'],['Miami Sound Machine'],['Gloria Estefan'],['Gloria Estefan'],52.0
65866,79210,gHC4vdQpaBVeMvVvWGPQXuvAFwbaXlFI7Csw+mNQOtE=,217219,['1011'],['Carrie Underwood'],"['Carrie Underwood', 'Hillary Lindsey', 'David Hodges']","['Carrie Underwood', 'Hillary Lindsey', 'David Hodges']",52.0
65878,79225,oGWRV735k0BTMCFIqyG7WeeEj3HhE+g4BseNIa7XITA=,258461,['2022'],['Jimmie Vaughan'],"['Jimmie Vaughan', ' P. H. Ray']","['Jimmie Vaughan', ' P. H. Ray']",52.0
65912,79267,QUIdI+d/v/REhX4a7/vGYoFx2Ju0hFAI4DVS3P5gEzs=,207185,['359'],['Hey Monday'],"['Cassadee Pope', ' Mike Gentile', ' Sam Hollander', ' Dave Katz']","['Cassadee Pope', ' Mike Gentile', ' Sam Hollander', ' Dave Katz']",52.0
65931,79292,HHRuCq38nWf2Rjq0Nn4ce2E9iYodBuz308q+9JP3dEk=,297691,['465'],['Moon Rocket'],['Raffa Scoccia'],['Daron Fleming'],52.0
65985,79361,393TcaWqNOCgOn5APAeJLD+x+6iC+FOxNV0SivLLY4k=,297586,['1180'],['The Island'],['The Island'],['The Island'],52.0
66164,79581,DVaI3bQf9Zzu2GpMvKEe2URjT7a4rf/0hOc4+k5826M=,297441,['2072'],['Saint Michel'],"['Emile Larroche', 'Philippe Thuillier']","['Emile Larroche', 'Philippe Thuillier']",-1.0
66182,79601,Gzvc7rPmT66+IKbeQd/30gNXju9JrjAngLNlx2EtHs4=,263688,['359'],['Colony House'],['Caleb Chapman'],['Caleb Chapman'],52.0
66216,79644,TsedXAjY3sI02gRQdZqj6CZkTQ0zCnkbvzYkkrCRkKo=,177564,['465'],['Empire Cast'],"['Shaffer Smith', ' Jesse Wilson', ' Tierce A.J. Person', ' Reynell Hay']","['Shaffer Smith', ' Jesse Wilson', ' Tierce A.J. Person', ' Reynell Hay']",52.0
66293,79741,pbuOGhBjpULAhUvUFPA3aRhZr04m02RhaZM81B946a4=,301490,['907'],['Original Cast Recording'],"['Robert Lopez', ' Jeffrey Marx']","['Robert Lopez', ' Jeffrey Marx']",52.0
66305,79759,hxyV00jrpjoullxtiQj0bgklZZvc646ZaAnln7sr3io=,263194,['1259'],['Puff Daddy & The Family'],['Sean Combs'],['Sean Combs'],52.0
66312,79767,K0H5vJGhiNXVyORCIfQ2s64WR8CiJqtOHDPrC4yeMk0=,260884,['423'],['Gloria Estefan'],['E. Garcia'],['E. Garcia'],52.0
66335,79793,hiNtyKLzJKXZeo3mv+lvC0tV7HSxAk4Lbw9S6o9gMWw=,297958,['1616'],['Gil Glaze'],['Michel Luechinger'],['Sebastian E. Brunner'],52.0
66368,79828,DRkasehiAk25GdZE264UlDDnz2pXt4P6ncnvoMbe0Xs=,186671,"['1616', '2058']",['DJ Jay-T'],['Tobias Müller'],['Tobias Müller'],52.0
66380,79842,ble1F/G4AY1Gmae/Yirjv9Vr8w7HVQG/7cqt6u5aLT4=,185086,['465'],['Neon Jungle'],"['Pierre-Antoine Melki', 'Raphaël Judrin', 'Cassie Davis', 'Yoan Chirescu', 'Sean Ray']","['Pierre-Antoine Melki', 'Raphaël Judrin', 'Cassie Davis', 'Yoan Chirescu', 'Sean Ray']",52.0
66385,79847,KZtrPXu8TB4XppDc1GAArQD6S075B4A29BEn+hMC//o=,245533,['465'],['Neon Jungle'],"['Benjamin Berry', 'Anita Blay']","['Benjamin Berry', 'Anita Blay']",52.0
66485,79975,Cb2kkc8n/MzSUbvXbnA1aCN5TqkQf5xCsfsBx4N1ng8=,223304,['139'],['Chris Brown'],"['S. Garrett', ' W. Scott']","['S. Garrett', ' W. Scott']",52.0
66525,80024,nsFUiKhalYYa7JetRW0vzdgds+qWLvrozRRDhnZU+qc=,232463,['359'],['Bishop Allen'],"['Christian Rudder', ' Justin Rice']","['Christian Rudder', ' Justin Rice']",52.0
66529,80028,ZaeRX2b3yJHo+jQKdoEQNZUhnjs0ihI2WbKKxtTj12g=,200392,['1259'],['Team BS'],"['Tommy Djibz', ' Nassi']","['La Fouine', ' Sultan', ' Fababy', ' Sindy']",52.0
66585,80099,bf1WIK4gU4qn16IQVDwQysTjB2eQ7K7qECjGyVSoeCI=,180987,['1152'],['Gipsy Kings'],"['Gipsy Kings', ' Dominique Droin']","['Gipsy Kings', ' Dominique Droin']",52.0
66615,80138,MDvYKRD3QRt41WtZR6kOtAUK4XlkByvUlu6JeKqg1xQ=,222155,"['139', '125', '109']",['Mr. Probz'],['Giorgio Tuinfort'],"['Dennis P. Stehr', ' Aliaune Thiam', ' Jake Gosling']",52.0
66618,80141,RTfKwiMRj+H8ZRgLbYrm+h+V11NXYMsdhtWofUrNOhk=,185852,['1616'],['Fedde le Grand'],"['Fedde Le Grand', ' Kepler', ' Robin M. Christopher', ' Chuck D']","['Fedde Le Grand', ' Kepler', ' Robin M. Christopher', ' Chuck D']",52.0
66620,80143,7aDAHkFusmpgshxPV2iDN2Nc1L/Wmbv6S4ghPBKwiF4=,210233,['465'],['Russian Red'],['Lourdes Hernández'],['Lourdes Hernández'],52.0
66621,80144,bKgjQc8XIOF8i2sLBvn6vrUUl2/T2D9Wx8i2GjOgF2M=,194142,['409'],['Fredrika Stahl'],['Fredrika Stahl'],['Fredrika Stahl'],52.0
66641,80167,UYHoCaSO4loyXG3X9blIRrE+vPQpah5tdWm8kBWWXt8=,295716,['465'],['The Script'],"['Andrew Frampton', 'Mark Sheehan', ""Daniel O'Donoghue"", 'Steve Kipner']","['Andrew Frampton', 'Mark Sheehan', ""Daniel O'Donoghue"", 'Steve Kipner']",52.0
66642,80168,svWHQaoQi5NCDkn7Gn9kY33CSbn43yyVHwv9DMhTXg4=,241459,['465'],['Cyndi Lauper'],"['Cyndi Lauper', ' Rob Hyman']","['Cyndi Lauper', ' Rob Hyman']",52.0
66643,80169,5yPXNfrm4d04ChBLKbQz5tPLYNDwn6nhpfZcCITVNL0=,215205,['465'],['Fleur East'],"['Alicia Keys', ' Jeff Bhasker', ' Salaam Remi', ' Billy Squier', ' Onika Tanya Maraj']","['Alicia Keys', ' Jeff Bhasker', ' Salaam Remi', ' Billy Squier', ' Onika Tanya Maraj']",52.0
66649,80175,SIyOhSrky5j5zdkcMg5G9IJTZfkBhZ4tdwTdOxjrPdA=,204408,['2022'],['Dream Theater'],"['John Petrucci', ' Jordan Rudess']",['John Petrucci'],52.0
66737,80283,DwM/UvSoY6hJPpSCIF1/Y2UXkGptN0ega6UeVIxQL1U=,191947,"['1633', '2022']",['No Brain'],['Hwang Hyun Sung'],['Hwang Hyun Sung'],52.0
66782,80335,BoKb6dyVsBBjFIkU8KoDTTHrm+r6SvvUGEGG7TjjI6A=,253074,['2022'],['Gacharic Spin'],['Gacharic Spin'],['Gacharic Spin'],17.0
66783,80336,6Xdh29XL3E5cP3WFI9BlIkAR5E/6DYPF3aIZsJd5zzg=,218550,['465'],['Gareth Gates'],"['Dan Mar-Molinero', 'Steve Keith']","['Dan Mar-Molinero', 'Steve Keith']",52.0
66833,80401,ufYkInQC46qZcGs6CPJPYQDdScJLYy5FYAiA4eMbPpI=,217678,['1616'],['Various Artists'],['Pierre Deutschmann'],['Pierre Deutschmann'],52.0
66847,80419,Ls6bcklUfODYXzQGC9Lv3Cb61LNS+vWfFeb33uqnbrs=,250523,['465'],['Michael Jackson'],['Michael J. Jackson'],['Michael J. Jackson'],52.0
66875,80454,hOTbl+gFIC5Mf6iVDSf4cjX/JKU8p4L06kJN0PwC/C4=,173097,['465'],['Mariana Vega'],['Mariana Vega'],['Mariana Vega'],52.0
66878,80460,SAFns3s2yh9tCrlyNyKoft1tpsYtWttX6lOkGESu1zo=,239003,['465'],['John Mayer'],['John Mayer'],['John Mayer'],52.0
66932,80515,3f9xiv68xdw+QJ1VEKA2g45efvapQAe89oe8B7H+IVw=,214970,['1259'],['Kontra K'],"['Matthias Mania', ' Daniel Großmann']",['Kontra K'],52.0
66941,80526,JG6fJ7oOZKN8gfyWgtcMXVlMnpO87uXnJ+9PiZ5VJZ8=,216920,['465'],['4 Hiverns'],['Carles Carol Conesa'],['Carles Carol Conesa'],52.0
66962,80556,+gMsqQ4+KGd3wker9SRzpYCqzIrcdtF7M0pgqq4BMbs=,283254,['1259'],['Luke Christopher'],['Luke Christopher'],['Luke Christopher'],52.0
66964,80559,aLjqSOyzvCkbgxH23YwEKLNOj0z0srjoLgY4zDzCd9A=,278871,['465'],['John Legend'],"['Eric Hudson', ' John Stephens', ' Jessyca Wilson', ' Kawn Prather']","['Eric Hudson', ' John Stephens', ' Jessyca Wilson', ' Kawn Prather']",52.0
66966,80561,1ngRhs3M1ppjOnMgxyKIqWZp0Q+Q/vGomyphu5ObIjE=,232855,['465'],['Laura Branigan'],"['Bernd Dietrich', ' Engelbert Simons', ' Gerd Grabowki']","['Diane Warren', ' Mark Spiro']",52.0
66969,80564,ct+gP7Cc3ZR4RA/UQP/3MQf/d+Tcc5btlk1NbD9Pqm4=,197103,['465'],['The Manhattans'],"['E. Sands', 'R. Germinaro', 'B. Weisman']","['E. Sands', 'R. Germinaro', 'B. Weisman']",52.0
66973,80568,A9tejGyaeQsHkexBkxDQTIzQNJF+348fbIv59QKvQcc=,273120,['1259'],"['Kid Ink feat. Trey Songz', ' Juicy J', ' 2 Chainz & Chris Brown']","['Brian Todd Collins', ' Dijon McFarlane', ' Christian Jones', ' Jeremy Felton', ' Allen George', ' Craig McFarlane', ' Mikely Adam', ' Jordan Houston', ' Tauheed Epps', ' Tremaine Neverson']","['Brian Todd Collins', ' Dijon McFarlane', ' Christian Jones', ' Jeremy Felton', ' Allen George', ' Craig McFarlane', ' Mikely Adam', ' Jordan Houston', ' Tauheed Epps', ' Tremaine Neverson']",52.0
67008,80609,D/RmtzBPVOAzlMJr+98dUDvs9dCdM3okJCKpral9Hoc=,244487,['465'],['MC haNsAi'],['MC Hansai'],['MC Hansai'],31.0
67024,80626,TxWUz1NW1nq/4p8RgI0u4WM5mEXNAvyeQBEwWqwh+LE=,211356,['409'],['Julien Dore'],"['Julien Doré', ' Darko', ' Omoh']",['Julien Doré'],52.0
67125,80750,i3+sLzOXsIpbquWlKamisA1VMx9jHYSv9udSB17hCuo=,189178,"['352', '1995']",['Lykke Li'],"['Lykke Li', ' Bjorn Yttling']","['Lykke Li', ' Bjorn Yttling']",52.0
67156,80788,hhM7TMWLqwOQ/QXIjwEC2+b6M6HSRmc7B9/KTDwuwWU=,231863,['465'],['DJ Hanmin'],['Dj Hanmin'],['Dj Hanmin'],31.0
67215,80871,TDxT39j3VgGr6g1sgxz3922fWG/4gGQodf3e10pahpk=,275722,['465'],['Crash Club Dummies'],['Christian Prieto'],['Christian Prieto'],52.0
67221,80879,gyCMHK9JtTayVLVugEjmKoSYdRpC21h1Q/V/PpiBGmY=,254519,['430'],['George Ezra'],"['George Ezra', 'Joel Pott']","['George Ezra', 'Joel Pott']",52.0
67225,80885,S4X5JPtwFGjeN09cxqK3o69rZm0B7FMfB2x0Ig4KYQE=,224026,['2022'],['Wednesday 13'],['Joseph Poole'],['Joseph Poole'],-1.0
67249,80913,4JELHfNyUrcxeXZWEY2pQ+1svjzXQ2MrhpLHjNrO7oU=,255660,['1609'],['Miss Destiny'],"['Shaun Bate', ' Fait Albrecht', ' Jennifer Abels-Peil']","['Shaun Bate', ' Fait Albrecht', ' Jennifer Abels-Peil']",52.0
67285,80959,9CsDCtS/R3LviJ5nWbuZp+Rt2XEMKQMNvTNdyv2XSqE=,315376,"['1616', '2058']",['Various Artists'],"['Sergey Rumyantsev', ' Artem Skorobogatiy']","['Sergey Rumyantsev', ' Artem Skorobogatiy']",52.0
67376,81072,o+6PkZanstP8MXeLKai9xKXi5hkJYdGkdTu1H6pk/2I=,261616,['921'],['Various Artists'],"['James Ryan Ho', ' N/A - See Audio Beds', ' Ricardo Valentine']","['James Ryan Ho', ' Ricardo Valentine']",52.0
67600,81346,U1dwYB/YmkI9fiKb0R2JlfabA/HRzEupR+iQqOCKKtc=,253476,['465'],['Paula DeAnda'],"['Paula DeAnda', ' Russell Atkins', ' Horacio Oliviera', ' Steve-O Valdez']","['Paula DeAnda', ' Russell Atkins', ' Horacio Oliviera', ' Steve-O Valdez']",52.0
67722,81496,60pZY28P8cL2XyOAfcZhfT4KP/FZ7aLoJbVINSupis4=,189635,['465'],['Original Soundtrack'],['Richard Rodgers'],['Oscar Hammerstein II'],52.0
67728,81506,yv9+OXeJiFvxXf/bfEqe6Lt+2ie1Pso6poMU38A5d/M=,205384,['465'],['Michael Jackson'],['R. Temperton'],['R. Temperton'],52.0
67755,81538,oMftm7TA7kGpiMzdbqG0B5WQ1rRYBcEEG1EoGi7MUCI=,260189,['1259'],['Juicy J'],"['Justin Timberlake', ' Jordan Houston', ' Timothy Mosley']","['Justin Timberlake', ' Jordan Houston', ' Timothy Mosley']",52.0
67837,81633,137hxcTtyjdGbeoVh2BKb3bnrsH1zLeMx3I8MmI7iic=,210024,['1616'],['Brian Cross'],"['Brian Cross', ' Vein', ' IAM CHINO', ' Two Tone', ' Oriol Crespo']","['Brian Cross', ' Vein', ' IAM CHINO', ' Two Tone', ' Oriol Crespo']",52.0
67861,81658,tSys+JCrTM/AxvDeyCddbGEDH2jxaL2s+6wQVL4f2Qw=,287085,['139'],['R. Kelly'],['R. Kelly'],['R. Kelly'],52.0
67902,81710,3LgfR+oVxouqlV0srkpQTvKhajiJItFv7ZDgjlqnl8I=,200108,['465'],['Nina Simone'],['Randy Newman'],['Randy Newman'],52.0
67935,81751,M+d8t5OTn3p+huFpjOxGGePOr28eVf3kSXPHGLOWvNE=,268120,['921'],['Various Artists'],"['Vincent DiMirco', ' Frank Wilson', ' Stephen Adly Guirgus', ' Sam Bromell']","['Vincent DiMirco', ' Frank Wilson', ' Stephen Adly Guirgus', ' Sam Bromell']",52.0
67967,81790,UDNFZ1Hpv3iheNFFQJgI2Pm3bRoCl2ns/sn/vD+3kOQ=,234475,['465'],['4 Hiverns'],['Carles Carol Conesa'],['Carles Carol Conesa'],52.0
68099,81958,2uDJqEj3o7pv+jiTi2bS4WK/e6lnvclTuawOoQQtvRs=,217678,['1616'],['Various Artists'],['Pierre Deutschmann'],['Pierre Deutschmann'],52.0
68117,81982,6eAp1/Y7bLQw8MgfYRTh8pU1vDwbRYrsn59M4sHmXDw=,219519,['958'],['IL DIVO'],"['Thomas Evans', 'Peter Ham']","['Thomas Evans', 'Peter Ham']",-1.0
68132,82003,DDX0Yi3MlO9qfP8QAAzU640xS5HQ20Bq0ldrjDbb0JI=,207970,['139'],['Kelly Rowland'],"['Mark Feist', ' Damon Sharpe', ' Lauren Evans']","['Mark Feist', ' Damon Sharpe', ' Lauren Evans']",52.0
68187,82072,BsX7KAi942JBn75CHze3GCd2yCuwBWwUgmfAc1F3kww=,188368,['409'],['La légende du Roi Arthur'],"['Dove Attia', ' Silvio Lisbonne', ' Skread', ' Rodrigue Janois', ' Zaho']",['Nicolas Boisnard'],52.0
68245,82140,PohWjapxXSQRX/oC2YFMKIG1camiI4+6eTSqv6yA548=,259824,['465'],['Christina Aguilera'],"['Christina Aguilera', 'Sia Furler', 'Samuel Dixon']","['Christina Aguilera', 'Sia Furler', 'Samuel Dixon']",52.0
68304,82218,NbfFl1tauRFCsZlnnzqJBhwi2MtqWJfALgoYx6RQrvg=,193786,['465'],['Alexandra Burke'],"['Brian Seals', ' James Fauntleroy II']","['Brian Seals', ' James Fauntleroy II']",52.0
68360,82289,CQ25HLJeAmDTLp0ZwS2bQrAy3EXWGxnkFIP1bihO0cc=,212098,['465'],['Natasha Bedingfield'],"['Natasha Bedingfield', ' David Tench', ' Mads Hauge']","['Natasha Bedingfield', ' David Tench', ' Mads Hauge']",52.0
68393,82329,f8IlKU07ossz6x6NsjkKGzXfVWUvs5rOfyLYDtbMbmg=,230504,['1609'],['Various Artists'],"['John Arnold', ' Ludovic Piquemal']",['Vanessa Payan'],52.0
68545,82517,NuIINsO1eIhvzICvSKBxnF3rwjAGSR4nYk1OoZAbHDY=,208832,['726'],['Kenny Loggins'],['F. Loesser'],['F. Loesser'],52.0
68556,82531,8i/3SoG6INu47PKldULPEpmuvg3JnDTXM/s5wcDoPcY=,181457,['1011'],['Jim Reeves & Patsy Cline'],['Hank Cochran'],['Hank Cochran'],52.0
68566,82542,8uHwTCJdbaAdx17UHeIcLicLsnFz5TMBnWitkvsZ3Lw=,257186,['880'],['Matt Maher'],"['Matt Maher', 'Steve Wilson']","['Matt Maher', 'Steve Wilson']",52.0
68618,82610,SrcVwgrNSHs9P1G+8VS98eywBoM05LrJi1ufTLzcf2s=,240796,"['465', '1138']",['Luis Frank Arias'],['Pablo Milanes'],['Pablo Milanes'],52.0
68785,82809,xs1KrEMmWXV2CAKH35ZEfL0oSlJsSBr7szsMgRYDBzE=,198426,['1609'],['Various Artists'],"['Jacob Gossett', ' Thomas Mullarney']","['Jacob Gossett', ' Thomas Mullarney']",-1.0
68837,82873,h7+uTO+LlTlc7+asLgCCCy0d+PELKqEiXuXa38HUwxg=,198243,['139'],['Chris Brown'],"['Harvey Mason Jr.', ' James Fauntleroy II', ' S. Russell', ' Damon Thomas', ' C. Brown', ' L. Boyd', ' R. Tadross']","['Harvey Mason Jr.', ' James Fauntleroy II', ' S. Russell', ' Damon Thomas', ' C. Brown', ' L. Boyd', ' R. Tadross']",52.0
68939,83001,f1jnogfAsncFA4wEa6veo5j4OeeXzaP/IEoBgJA76Hw=,205644,['430'],['Lucy Rose'],['Lucy Rose'],['Lucy Rose'],52.0
68956,83023,67WPKs0VkWfqnebsozSboTNkz13ifCq/sXmq9IbUrL8=,220078,['465'],['Essential - The 90s'],"['Mark Taylor', ' Denis Ingoldsby']","['Mark Taylor', ' Denis Ingoldsby']",52.0
69091,83195,0zDxAGY/7mnC3GmNqeYMddjxKumWbVuoIc2dx7tLuK4=,213663,['465'],['Andy Wanted'],"['The Overtones', ' Lachie Chapman']",['Darren Everest'],52.0
69347,83514,kl43+7IkvZLs9mgugXIUu+y7cN/AQUm5UGM3ogRpvZw=,197208,['465'],['Hugo Salazar'],"['Hugo Salazar', ' Ismael Moya']","['Hugo Salazar', ' Ismael Moya']",52.0
69496,83690,3en+1p5k5PvDPsyZ759Rv9CruRHvCkF3CmQ/5UGZzDY=,179173,['139'],['Various Artists'],"['Jerome \\Jerry\\"" Leiber']","['Jerome \\""Jerry\\"" Leiber""']",52.0
69510,83706,c1rB0cE/eY6e8vnLvPeXyjNgsPSLv6uA8r4d4WX8SII=,273815,['409'],['Les 3 mousquetaires'],"['Michael Malih', ' Sidney Benichou']","['Lionel Florence', ' Patrice Guirao']",52.0
69775,84035,hXR9f+Jx3ZnB6u/XtqtoHifM5Btat6TN9TKwBdk2/5E=,232447,['465'],['Camélia Jordana'],['Abel K1'],['Abel K1'],52.0
69786,84047,XQq/s4ZD5U4se5knbTqzHhStA+Zk7lT08cshkdP43Io=,207151,['958'],['Michael Maas'],['Michael Maas'],['Michael Maas'],-1.0
70240,84614,KiEd6qBSoXD5id9yKB2Q+atKnce6Zb8sSP6pTuKIdOM=,313286,['921'],['Henry Mancini'],['Henry Mancini'],['Henry Mancini'],52.0
70471,84896,mPkVt7LhW3r2vXzqDRTHxXU8QAwwhtt1iABZt3lvSSw=,202580,"['388', '873']",['John Owen-Jones'],"['Alexander Zuckowski', ' Charlie Mason', ' Joey Patulka', ' Julian Maas']","['Alexander Zuckowski', ' Charlie Mason', ' Joey Patulka', ' Julian Maas']",-1.0
70501,84929,9ri6WWzufMvX3BK+t+yvifRGz+rJLBXERxl5z+0f1Es=,329438,['423'],['Calle 13'],['Eduardo Cabra'],['René Pérez'],52.0
70528,84960,7bBn6csYH5m/EcLkaWu/q7uYIH0hvwWm+cyfLaSg6ec=,235659,['691'],['The Piano Guys'],"['Mariah Carey', ' James Horner', ' Will Jennings']","['Mariah Carey', ' James Horner', ' Will Jennings']",52.0
70529,84961,j6AV0GyhIt5xAq6jbYtr1v/8bVo4miC+LAdM6zIBEns=,216398,['1955'],['Killswitch Engage'],"['Killswitch Engage', ' Adam Dutkiewicz', ' Howard Jones', ' Joel Stroezel', ' Justin Foley', "" Mike D'Antonio""]",['Howard Jones'],52.0
70532,84964,JiuqePANN0Ey3Lg8usN0cMhgZJyB0thnR6rYRfvGLsA=,228319,['465'],['The Fray'],"['The Fray', ' Matt Hales']","['The Fray', ' Matt Hales']",52.0
70535,84968,gB1ks3VTksZHl3rV1k0J2TLRrftqyo0NTDPoBB2kvRs=,165355,['465'],['Marcus & Martinus'],"['Magnus Bertelsen', ' Erik Fjeld']","['Magnus Bertelsen', ' Erik Fjeld']",52.0
70536,84969,5RraG8fDJEZmvlO4KCechK0bVIM0i+BS8a2lETN9Ick=,240805,['1011'],['Kelsea Ballerini'],['Kelsea Ballerini'],['Kelsea Ballerini'],52.0
70537,84970,T9DzP5nNizRmm8ZMAiRfu9RcdI5VedCXqOAJXGD9lV8=,197015,['1609'],['DJ Katch'],"['Christoph Bauss', ' Sam Gray', ' Timofei Crudu', ' Jonas Becker']","['Christoph Bauss', ' Sam Gray', ' Timofei Crudu', ' Jonas Becker']",52.0
70539,84973,NoNEjNY9ZyRgIsompMgiWu4OAA4u+MoNEAXjtHfD90g=,204781,['465'],['Neon Jungle'],"['Duck Blackwell', 'Adam Argyle', 'Jetta John-Hartley']","['Duck Blackwell', 'Adam Argyle', 'Jetta John-Hartley']",52.0
70540,84974,kNRFue8dFF6CAlpvWVj5dCDx6iLH8feNjCZklo1Od4w=,245169,['465'],['Britney Spears'],['Jörgen Elofsson'],['Jörgen Elofsson'],52.0
70543,84978,2OVbsop9BQgG233e6jOknYIbzczMSDexkEuPBWqroeo=,264542,['1259'],['Wu-Tang Clan'],"['Wu-Tang Clan', ' S. Bougard']","['Wu-Tang Clan', ' S. Bougard']",52.0
70544,84979,17OXyGuT9wcXthNoifXCWUOpbZ3/I+mAnr7mclW+p8U=,226516,['465'],['Meghan Trainor'],['Meghan Trainor'],['Meghan Trainor'],52.0
70545,84980,MmxrUpJjRs4u7LSPhCAH9vfkqMCidmLPR5B0j0p6ViA=,285419,['958'],['Silver Linings Playbook'],"['Dino Fekaris', ' N. Zesses']","['Dino Fekaris', ' N. Zesses']",52.0
70546,84981,T0ZBIZsxe+DhafMorXr/JMvSwVdxmK0o4wHUdB64aNg=,218723,['465'],['Gavin DeGraw'],"['Gavin DeGraw', ' Gregg Wattenberg', ' Todd Clark', ' Jason Saenz']","['Gavin DeGraw', ' Gregg Wattenberg', ' Todd Clark', ' Jason Saenz']",52.0
70549,84984,nQey3nioSxXYxlE7ks0cU72Ek5vew0Q7UWsyhQQ37w4=,218132,['900'],['Tan Dun'],"['Jorge Calandrelli', ' Tan Dun']",['Kevin Yi'],52.0
70550,84985,pd3jB3n8Qkcn1EZ/5wqc2HOE1XG3IoqYNswcRPesN5M=,203233,['465'],['Yoo Gno'],['Yoo Gno'],['Yoo Gno'],31.0
70552,84987,V9RyIBUQJUk+AkNH6HJzgq8zmw851NOY9eukYSPtVD4=,309742,['1955'],['While She Sleeps'],"['Lawrence Taylor', 'Matthew Welsh', 'Sean Long', 'Adam Savage', 'Aaran McKenzie']","['Lawrence Taylor', 'Matthew Welsh']",52.0
70556,84991,nJNDVoQdxYqukz8yLupzKXM6nb6LTLXlx1Q8lQcWYVw=,221283,"['352', '1995']",['Declan McKenna'],['Declan McKenna'],['Declan McKenna'],52.0
70558,84993,OMRKrgSGrhKlMvG28IoECtNRzwdEvuGtuDtVTiFifXA=,217530,['1011'],['Chris Young'],"['Johnny Bulford', ' Jason Matthews', ' Laura Veltz']","['Johnny Bulford', ' Jason Matthews', ' Laura Veltz']",52.0
70560,84995,pQa05tTiVLbtCW786Ohh3px19NLTaxrKl9ltbemyyKo=,183677,['465'],['Nathan Goshen'],['Nathan Goshen'],['Nathan Goshen'],52.0
70563,85000,atu/vG1WoWXumhtbXPJEmlsFprUqYRTLijYlNqCYZFE=,184816,['465'],['Various Artists'],"['Tenzo & Tasco ', 'Jo Woo Ram']","['Tenzo & Tasco ', 'Jo Woo Ram']",3.0
70564,85001,16BfsU3RQ8OpIqc9QXYryWHpubdwR4w3XTjiAUw6Lk4=,237795,['1259'],['Baby Bash'],"['Ronald Bryant', ' Jonathan Smith', ' Faheem Najm']","['Ronald Bryant', ' Jonathan Smith', ' Faheem Najm']",52.0
70565,85003,azCmtdeR3M6ulNAerW2B63X+fRP8STB0yrOtG/Jcjig=,243066,['465'],"['Ke$ha featuring Juicy J', ' Wiz Khalifa & Becky G']","['Kesha Sebert', ' Lukasz Gottwald', ' Benjamin Levin', ' Nate Ruess', ' Henry Walter']","['Kesha Sebert', ' Lukasz Gottwald', ' Benjamin Levin', ' Nate Ruess', ' Henry Walter']",52.0
70568,85006,Fn/Q/JCm1XzhRj0V1fkX2+EEICYmz/IjaykPZijuIRM=,203598,['359'],['Green Day'],['Green Day'],['Billie Joe Armstrong'],52.0
70573,85011,+2yQBIhNYQqUPG8x8oc9Qy9EZZXnh1vNVI3QHrDDZvk=,201282,['465'],['John Mayer'],['John Mayer'],['John Mayer'],52.0
70578,85016,4H6X/k9d3geTE0uQxwz6b+4ee3zReDIlzolVcdQC5+Q=,206524,['465'],['The Doobie Brothers'],['Tom Johnston'],['Tom Johnston'],52.0
70664,85121,91qmQhqtxb7UzFnJtjoKTx33EK5WvnJ+CbYF/RqRF6o=,201987,['465'],['Mark Forster'],"['Mark Cwiertnia', 'Daniel Nitt']",['Mark Cwiertnia'],52.0
70937,85470,mW97c4sACKRkApXTtWDGIKW/Hr5mxCM4j74crhW7uxc=,263993,['465'],['Bright Light Bright Light'],"['Rod Thomas', ' The Invisible Men']",['Rod Thomas'],52.0
71039,85601,31VHARO34/f71ldhCOSAog7wX92pGsY7r+eigPrmIKU=,251350,['1616'],['Various Artists'],['Pierre Deutschmann'],['Pierre Deutschmann'],52.0
