,Unnamed: 0,Unnamed: 0.1,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
6417,13014,30898,eFo6Bh6uI+rj65dl70k3na6OzeI5iNfe4JH2UeDguKw=,8,27,female,9,20080724,20170911
6418,13015,30901,sExl6/027yLiEb4k2iFOV+xLpl+77vUC8zmLsBXeNDQ=,4,20,male,3,20130811,20170925
6420,13018,30907,9JIaNq7nxlNwMOephBYMZ/QvwVq+qs47D9/GZFb3sPM=,5,25,male,3,20150326,20171003
6421,13021,30912,8H+9OPD7IkkVhiVahekCz0/4GLOM4nFNAzjJllJLujE=,4,24,female,7,20151025,20170930
6422,13024,30916,MBZgIgYMuXMKIDAB1BqHpGeASYQFT1GILhMfvhHNVH4=,1,21,male,3,20150824,20180307
6423,13028,30923,EFnGqkXBEurexJDYlFv3rjz14DlqsQOLOnHnyNPdtw0=,3,26,male,9,20140203,20170306
6425,13034,30940,xKZCiMS1KAB8KZnBPIBGS8d5oKyU/GT7zpAMxf/FHZA=,14,21,female,3,20120609,20180321
6426,13035,30941,25+hNlvrWoyuBaSrDJKkPj3DbZ98DAPRKoYA/hpfB6Y=,12,22,male,7,20140716,20170915
6429,13040,30954,nX9YAK14esuJyM2jM22A68QFIkLsOK+JABNr5wHqTxw=,13,23,male,9,20081019,20180920
6431,13042,30958,24iLRJLHkk5att6kkKEMpglSQVaoshLsq+gfwXtTIes=,22,22,male,4,20160229,20171002
6432,13044,30963,ikVsdF65pjt6ROlvHd8lV+OfF6okp+HMVOqeaZpwmpo=,8,23,female,9,20080307,20170708
6433,13045,30965,HRhnr40HV47hd2ICgzpb493hq0p11S4KTLrhKSLjx/A=,22,27,male,9,20101219,20170908
6434,13047,30969,19LYfoY6ta6bAOoiBRPgKFjsuaHFix9dyphN6rFf+xs=,13,23,male,3,20130224,20170811
6436,13050,30977,9C20DHOexUrxciOCJPA964MCQVHwcpQpyJs4+1iW34k=,5,23,female,9,20080228,20171016
6437,13051,30978,Dj/WFow8yMFvLmdDDL4yasfFtf+k50lZDZUhnwA3Zzg=,1,23,female,4,20160621,20170614
6440,13056,30989,HZAMBI+nEgQvNkru9IALKQ7kM/Sd8NgFHNRrTAQFhuw=,1,23,female,3,20161212,20161215
6442,13059,30997,1pB+J7HyVwfjIKcjzeYPlvMU/1JGKJaBVOs56GkGCR8=,18,28,female,3,20120527,20170218
6443,13063,31002,f+d0scaDTbP0/e27UXfyl/48QejfMhaC4pgy17IIVPk=,13,27,male,3,20130122,20171017
6444,13065,31008,9SbyQ2HmGV829HABimsSDQIXJHWtSMMb1Wc4DHRHjKQ=,1,20,male,3,20160827,20171005
6445,13066,31014,/GEVDDnAqpcR6PLuD+d8dz9FUm84PuDGeF1gN9gYmDQ=,4,19,female,3,20150622,20180703
6446,13067,31016,DFpC16w0VSMqv3W2v4yMkG+g0R/8yf3nYPA14lw5njE=,11,19,male,3,20130311,20170908
6447,13068,31018,9/8TagVgadAQ62h/mVG2NfkF6ZC9WAoyB2aQWJXdIW4=,12,25,male,3,20131009,20171008
6448,13069,31021,Ces3rnIMR7DglB8HifRxgPcQFzCSi1hwkXLng1V3Y98=,5,21,female,9,20130925,20171216
6449,13070,31026,f2c4l3mhW4SmXKRP+OfPUdbQ4U8afe+gqcX9Dmh03Xs=,1,21,female,3,20141112,20171005
6450,13071,31027,a6p1OdAbBYCy84jvDnpJctxhSFMq7Cyz2oNJyfpkR5w=,6,21,female,3,20141021,20180401
6451,13073,31034,88k7OZPGHqjRCOESXAfOkS+dN5Gxy6TDAa91zO2AUok=,22,24,female,9,20100729,20170925
6452,13074,31036,MUt0DYBDOc3DMGN4iel4wiTjK1yCXCgNigCI2Z09Auk=,13,21,female,3,20141026,20170917
6454,13076,31040,bDP2eWBkUX5yu5g/ncrSior5IwRK9ioFal6XCUpYgkc=,22,28,female,9,20130414,20180104
6455,13077,31041,n5VX8DK4Sau24P9L6QnOeQaYFkDPgSJZnE+VinbHf+Q=,21,27,male,9,20091201,20180613
6459,13083,31050,mBKBBqAPqbArWbX/TCRDZzHAd4CqxwYDMErxblGYOnk=,4,22,male,7,20130129,20170912
6460,13084,31053,Jloei9Ho3v9MHm+f46k/UnPinGKKjnb1P+cpHwxd5tI=,12,28,female,3,20170108,20170111
6461,13086,31064,cIhpGYoogdktmpG7v8irJIB5fxrDxvqIuHNqTwlwPQ8=,5,23,male,9,20060702,20171004
6462,13088,31066,VRlxFgegYI6oJJMXUyPFIokEku+mX94TcEyql+HOT70=,5,22,male,3,20160213,20170612
6463,13092,31073,YB+wAnSmbHN5SaPQaWwL/LoO+a17byKfMIeSLYR4Sao=,17,26,male,3,20120512,20170914
6464,13093,31074,O9YiKbKRrdGRm8AP1fpcoo+0lZlU2OvbJK3KKtnxMvs=,6,19,male,3,20120827,20171004
6465,13094,31076,VVUJ1v6jIgHOY0+sOA7KJ/DGSEBKqQkE1t6yU7DbB48=,5,27,male,9,20110922,20170921
6466,13095,31077,FLZEpVInGM9I7SpvPtGAuyrrWzmr0cyM6YJsfhykiTM=,17,25,female,4,20160103,20170926
6467,13096,31080,Yz0nnX8ilXPb9YyspfmyExgwqg6J1TqBPbSgnObN0TY=,15,21,female,9,20150320,20170910
6468,13098,31083,/qg/W7/lpKn6n3bRKN58e6CeF63OE4gOB6HDQjfGoOI=,22,23,female,9,20101029,20171001
6469,13099,31085,nrp74DPXsfCtNa3ksDZFOZEL7cumMfW/6aoLsA7D/00=,15,27,female,9,20110713,20170713
6471,13101,31090,RAQEvaMJ8luLBXjGDjs2U97gWkvZp+vwQDG+siBBG8M=,1,19,female,4,20161003,20170708
6472,13103,31096,kNiBPovoHDFdJQjMOTvuYkBfu12T+9i5Ca62JTESNPc=,4,21,male,3,20160411,20171004
6473,13104,31097,Br326n7s2aUWjFmY16OqX7Dd87Eijz3w6VWxrNe7TL0=,5,28,male,9,20151114,20180819
6474,13110,31106,OUCwoGA4RhI72Uxj7AUBU7ctLWu5678jT6lNDlIZP94=,15,28,female,9,20110720,20171227
6475,13112,31108,OCllHx99lRYe1h2tmflBRd418/Db9m+UwK/t+xP4QkA=,13,22,male,7,20131027,20171001
6477,13114,31118,sPzFZ95bpsgMFh1WemxL9Ln48MtywsqyG3elqCNy9Wo=,10,26,female,9,20150502,20180113
6478,13115,31123,sy7jE5Z++LhRqp5QecCkwL8D9smqq4+HpUEyTB7g+h0=,15,22,male,9,20150429,20170920
6479,13116,31124,zGNcXh/8qL+bfUgDi5ASAfIKbhaa3BJkZDO/SraN2iw=,5,23,male,3,20151008,20170127
6480,13117,31125,EXDELghU/DiZdI8qBvmqy0vB94RwI7pz5zkzQVZr0vE=,15,22,male,3,20150719,20170217
6482,13123,31141,diorU217eDUT0prpwD5yqotyuAzwPfdvYvc7mTDmawg=,13,22,female,9,20110208,20161229
6484,13126,31145,WpC660spxKcdr8cBM5JXxU/wvxgZRUGM1DKVkkteWt0=,15,20,male,9,20150120,20170129
6485,13130,31151,RWMk7w0ckHsfWgFN1I5CIYEWVFvVuhbPqN6B7IKSxQc=,13,18,male,9,20160123,20170308
6487,13132,31153,J8aAM+sSMlwGR8bK52NvJh3oxgg0Ko9uwKdDXrAVzKM=,13,25,female,9,20150519,20170918
6488,13133,31155,IV41rKX18ocZ/fkS6Xv/LrWFaIOzgzemEQ09eEIUayQ=,5,23,male,3,20130118,20171009
6489,13134,31156,Y1Jlu4TB76TmFRTfvMHKPavk9ePTOgxWMZsT1Jhakoo=,12,21,male,3,20140322,20171004
6490,13136,31159,qE2lMRe26Ucr5agChayKSgY3ZcTRbFkwcNp4HIOk9Qk=,15,27,male,9,20140322,20170918
6491,13137,31160,wuvxKzOa+uRhuEvdgH/B3IOE5GPcmT5032fvM1nELDs=,13,25,male,9,20110423,20170707
6492,13141,31165,kCtH44scixJ2G5WrufyH3yUX0heg9GWiEjiOBLnrzLw=,5,22,female,3,20121031,20180621
6494,13146,31185,BzlCWTyREuSL2fS0LUn813wR81QmSouTuS5tiiRzzO0=,22,24,female,7,20110706,20170915
6495,13147,31186,n4m5aWzliaAq+GYz1vqLYEPoEyKVpMgFUETa8fidhyI=,5,23,female,9,20140916,20180223
6496,13152,31203,HcWhTeR0vG8/uM7Zfi1vBgejlDX199HaFJ3cgdBQYlM=,5,21,female,3,20161227,20170313
6497,13153,31206,nZ1EfsyE1znyUaEfpTVJf8NqBlGnyKNQpP6a+U+yBQI=,22,23,female,3,20111223,20170912
6498,13155,31213,cZI5oM3XCuFEgwhPipiGGMdDyBrFRPX1359aCoYrw50=,13,20,female,4,20160806,20160809
6499,13159,31218,zkckRtL5CfDkSx0ZQKj1iVMy0x4jrcUtbb2Gn6wZsCA=,14,19,female,3,20150206,20170920
6500,13160,31219,YyFXOYxU19lOSAYdKNxg69qJx6Yn5V89SLWVXPPcv18=,14,25,male,9,20150613,20171117
6502,13162,31222,rcnnRd91DzkMbOBXJo7KixEG4Mwm6fvez7+Msplw5PY=,5,19,male,3,20161101,20170210
6503,13163,31223,P8cOdzU8+dMkZpTy81Oy8LuQG+8lB17SFoU3U73XO9g=,22,20,male,7,20150827,20170930
6504,13166,31233,A7w4ziKR/n9HsCJ9KOUfPLKxTXYEMU8YiVEYaIwwt24=,10,21,male,3,20130402,20170509
6505,13167,31234,SgbIKUaSnIJMlowSXHQXePO0EadwlnY5/zK9nxpOzvo=,15,20,female,9,20141127,20170917
6506,13168,31235,2UZC6VEEaW2ev4ecrkpBAA76Y8l8OWd5YlNZbQ5SYk4=,4,24,female,3,20120815,20170707
6507,13169,31236,G2CuVsCi+1IlBYWlo1MONg9f80heLdIievqm9/qe20A=,10,24,female,9,20131022,20151005
6508,13170,31239,hbiDVON3wLLm4zxxDhe4uPlHAASAalkd4ZRpfkP/xyU=,22,25,female,9,20161130,20180202
6509,13171,31241,3PjPL1OtrH3kxbAdhGK1udnqN6Bu0geTlhC351Ogzog=,5,28,male,9,20151126,20170201
6510,13172,31242,t5ZnyqFJCU7IpDY6jyrHUHmW0E/VN+jaVIGtkT5XDfw=,22,25,female,9,20111011,20171008
6511,13173,31245,DCC+aJlY7UvCevYQ4BOzyEF0FEFwjptCcgQb9Emmbk0=,13,24,female,4,20151014,20170918
6512,13177,31266,7kwXiYruOZjm6SpyrZZbQHKxCZjsqIwq3dDC9XHn1qU=,13,24,male,3,20141025,20170918
6513,13179,31270,hNhqUo23jIjU50/U8DMrC9K+oJ+90qi9tvml4AYlDJw=,4,28,male,7,20131208,20180308
6516,13185,31282,crUeQ6DYDHHRNYmn+n5Kodfvu9ki0IdHfXHNlZEUPHs=,13,22,male,9,20140614,20170907
6517,13188,31286,2OY9lZe4dKLdKRy5ZtD8cb9E4vt6LRyWi6KSw779uFY=,6,27,male,3,20130130,20170907
6520,13194,31299,twIcRrDk7Gzxjl1WJNJMXcsMrNmlQdJpTPthqK8vz4Q=,11,23,male,9,20130403,20171002
6521,13197,31304,NkewzBtgF8LfLwSO5/s5t8mBqZw3n/TyJfiYXboQ8Jo=,4,21,male,3,20150513,20180405
6522,13202,31316,pStlJsMS3mqlC+9uv/SWGsn18d4GVKsRVLeMfQoXdI4=,3,19,female,3,20141113,20170921
6523,13203,31321,D8ch0nHKRbQTVagxaD+47CRTkETfD+sSYsbvWDNZnvk=,5,28,female,7,20111004,20170925
6524,13204,31323,aOWcHbBVAhP855xBOp5IZ4vHDhzM9fR9QAR6SuOLFqE=,22,22,female,4,20160318,20170625
6525,13205,31330,W47anyVewW8vs/4FNCZjiIhng8rtkKR7kwSibTVdo7Q=,5,21,female,9,20130305,20170211
6526,13207,31335,V5VoBVlImRXYM7DGx3jk/OukL5lQtMfSj1zHIMoM9gM=,15,26,female,9,20090421,20170910
6527,13210,31338,ybZKpkA3BRzJ1yHD9JNK5MVMdwCddbm6+uyW1ED+x2A=,4,20,female,3,20131116,20170926
6530,13215,31352,O4mQ0Dr2QP0I0JYdP09L6N+xTcreGjT4sqQd9v90jsM=,12,23,female,9,20110601,20171007
6531,13216,31357,eWn1HMXW0d7L8O8SSbGvPWLSHTyw3T8MaqbF3LTEWDA=,1,28,male,3,20160809,20170921
6532,13224,31377,iAjMfl4lAIzmxPYV+74w5qyr7f5aKTDPo7Ex9mmzLbo=,13,24,male,9,20070710,20171028
6533,13225,31384,83VWg2CLW7MTqDubjgy4ld7dXKX/qptkuSuHqaQOERk=,9,22,male,9,20120604,20180307
6534,13226,31386,xJFTPZ0EMmVlgZPYcJdCt2e513iiJMgqlFxXMjnyX00=,1,25,female,3,20141015,20170918
6535,13233,31401,svD/43/oqZPnOyvGAiHqAPkGB9wGK+6ZPJFAtVsMBwM=,12,26,male,9,20070513,20170928
6537,13235,31404,1d4acB2bhEZCFjSRwvO4ls8PrBtvNTlkcAcxYx8FcWE=,1,27,female,3,20150105,20170630
6538,13236,31405,R/KjPcHDRaFCLtpBd7JOjwOvx6FbAmfxDcLU0ZpxQCc=,13,20,male,3,20150117,20171002
6539,13237,31410,Wb1B/4uPJRD9a5UvKliyVDjapXXR5ocqqNZsT470Qe4=,22,23,female,9,20130803,20170916
6540,13238,31411,QN1BkJujHRBdl0xsKxugeFP1PKPTx6P7rPTYzArJOGU=,4,22,female,7,20131019,20170823
6541,13239,31412,vpXfJy5+qbow5M0qIpt0VMu0G6oiiIDxXpVfLZSr7/0=,4,19,male,3,20150902,20170629
6542,13244,31430,u8KUUuPMyI9RrdmXqAWPxcCn3iZk1RSYQW0BGWe630g=,13,21,female,4,20151009,20170929
6546,13253,31456,RoDc5rRgkTfumipkTtBCyITtjqWm4NUDsaMvHXORJT8=,13,21,male,3,20150919,20170618
6547,13255,31458,gBw7WDOlmufpq/ZUeb4eu0nLLep0SfaXaIaTCLxWNR4=,13,26,female,7,20160119,20170919
6548,13256,31459,O7VRDOZFnsIhcKGT66zktJRNKL3w7g5zgI5VVeF/cM4=,12,18,male,3,20150524,20170914
6549,13257,31460,AJgkXjhUnopQlCuWYkeLu3lxvmis5qrhM3Zny8bMlb4=,13,19,female,9,20100509,20170930
6550,13258,31462,InhGXkB9biuwURAMcvRA/LTudNygzwJLo7H7JNQ+9rA=,12,21,female,3,20130814,20170614
6552,13263,31475,kWmrh4s92R75q0SefuMJvyKfzxCyz6kglWQHCxqx4GI=,6,18,male,4,20151211,20171022
6553,13264,31482,uFGyPbi+ZFg3qv9FMBgU/Hv0Aeogvrstmt1VT1Rc7Ag=,4,28,male,9,20130418,20170920
6554,13266,31490,CaS2aT6NQTUliJPUv6BVCH0WvwE4PcQjPX0QS9qG7wQ=,13,18,male,3,20130104,20170618
6555,13269,31504,ijeHC5Vu91OEujvj4++EE5DivGQ//HsM9RL0wj8izM8=,4,22,male,9,20080607,20180425
6556,13270,31505,G87Mdj8pabRYkJWJUmQOGTZ9HB5jm1+bPmiJLNrClzA=,15,23,male,3,20150411,20170610
6557,13277,31520,tBLII4avv1fVt8Wi4naWfZczEjrQiw82kZ9BRrcKgRE=,5,24,female,9,20140827,20170816
6558,13278,31524,8ZugGXf075FpMX/rBdHln8zVKNiPD/XQRjNkqgVfG6Y=,5,21,female,3,20151005,20171130
6559,13280,31526,qlB7GaS2vK7lu/MtQba8LQjlIIyQTr/yRwj6TwVsrhw=,15,28,female,9,20111004,20170926
6560,13284,31537,Vw/q/zFKAlK+PfaZmbfFNXxFCpPqTPqHpKSjj0o/8X8=,13,25,male,3,20130114,20170925
6561,13286,31540,6cmJO39t5oDkzf+N2tiMD6/oZSVRNo51KZL3XBL5IrU=,15,27,male,9,20070112,20170630
6562,13288,31543,mFAxLztoV6sVFDUtUsLPEfXQpobFit2G2ueDLvnuEYw=,4,18,male,7,20160220,20170920
6564,13290,31545,SAKMwnfj+j+EfWEFkVIrMMUMfVvFVPVT2oAQx3P8p38=,6,26,female,3,20150206,20170916
6566,13297,31574,JSjyMRdCzlzQiJK/vh8OHGMdAEwHePabTEJT+W32c5E=,6,23,male,3,20130121,20171012
6567,13298,31577,MofmAMt7P8LIcF4+LLlcjyIhYUzmv13L/LRwYFxiGYE=,13,27,female,9,20110518,20171006
6569,13301,31584,GAsSSNpS01hOH3hGoKDc6IQaHTE+712hFFNNTI3uTQs=,5,28,male,9,20070927,20170920
6570,13303,31587,fsDBCMsZr62cnMIS+nIVxYd/5exNH07bZaOzSJP+S5c=,10,21,male,3,20130209,20170925
6571,13304,31589,zoHWjnsPcVC1rm60rudIWCyo+4B369ZUfYCa5lR7Q4s=,18,23,male,9,20100825,20171005
6572,13306,31592,2lwSIISbj4BWBrSa0YmV4GJILosEJeYcVF6Hqhugj98=,3,21,female,9,20080311,20170930
6573,13308,31595,GRve8HYEvL1Lmmy3v/r8UQQ2kgbkLL7SZUGV2Do1ZTM=,13,28,female,9,20080721,20180705
6574,13312,31601,ksk2eo60sitih/Jo4iexegQ4dYL30U86TzDDzT/7Jls=,5,26,male,9,20101225,20171028
6575,13314,31606,BuWmrxFw2v8Qi94WUyndgpaW32mQftVidwzksP8/oJc=,13,20,male,9,20070625,20171228
6576,13318,31611,PVDMUecagonFWssdGbrY3K2MhkKr9LORUjhKDimPgjY=,13,24,female,3,20130206,20171016
6578,13320,31617,WMQ288lUsz3e39uL8mDjsoan5KidJxwhjh8eTufMYhE=,14,25,male,9,20120110,20170101
6579,13321,31618,qXqIh3/Q97V1U1OZdGYoy1l4NunyM7N/Jr6ZpunJU7k=,15,19,female,3,20151229,20171101
6580,13325,31628,E0wPQiQZW/wOxGsrKt1pbBuZUdtUAR6X715f04kcHd0=,22,26,male,9,20080129,20170928
6581,13328,31633,CpZ0PzYenF2360pAz4pse2su7JelPObkQFfcefUekKU=,4,23,female,9,20150829,20171011
6582,13330,31638,Fl4l6y//En8KJdMrYjpNEBOm0/pSTAlP3C7KhxrE5RY=,1,19,male,3,20161105,20161126
6584,13337,31656,G1uWh7Gq7yshaXACUUSVYNYRUvsT4pjvkn5CPEGFzXA=,6,23,male,4,20160205,20171020
6585,13340,31660,LxfIvtDj+f+3XFreJe9FET/osOASyHevAyuO+BzgjeU=,5,27,male,9,20141107,20170910
6586,13348,31674,HPrvsxhj3bED8N/LP3yPOGX6ZA7oIi/TCdzd25YKmPE=,5,18,female,3,20170102,20170123
6587,13350,31679,/C3tgpjdAgMziAt1AiTRi5CtKTM4tlZ6qdDuzgW3G1A=,4,19,female,7,20160219,20170918
6588,13353,31683,YSGmNkDYr/txeKULD9ldTx6MKPGmcQb4GMVXKQ91O4E=,12,22,female,9,20101231,20170930
6589,13355,31686,+EM5ZqQ10Vw6fKdORXeUAE5yvkI12PirpkVb9eQT+s0=,12,20,female,7,20151021,20170920
6590,13358,31695,b5XWI+EhZTCGoQ6YK/SLu3tmCnKh8Z7wBK6Gztm49uA=,4,24,female,3,20131128,20171005
6591,13361,31698,4PLm0bTIMT0PShPjC/Q8U614hexAsZ/qHLU1YtOgHX0=,13,24,female,7,20111022,20170908
6592,13365,31702,KX5pg1pC0J306j/RA8L3vHlU9Z/xD26YJ3kU2ytNVXk=,15,27,male,3,20130331,20171111
6593,13366,31705,D6RVUCLQ/2isgIzp90ZaeV3rC224AKClS+gWHKgd6e8=,3,23,female,3,20140829,20171001
6595,13380,31755,59o0N//9B3V9TQzu3x7b59pXXo0SyDz7G3Dc6fLsQUg=,13,23,male,9,20111114,20170930
6596,13385,31770,L7lGXdpgRfXMXVGPwsEkFx4uR4m3N0+aoHQDlV+43k8=,5,22,female,4,20160608,20170912
6597,13389,31780,zDaHSE5G6Sb/f/4iA9BX0Rm30LY6NjGTuOkvN/mD5tk=,5,22,male,3,20120815,20170609
6598,13390,31785,g0XHUcOjYgeb3KVg28nwgRQVxmJbKy/k2zLr7u2I6pw=,21,21,male,4,20161109,20170709
6599,13391,31788,YUrdPENazNVRsC/JACkogz4RTYr7gjx/90s4PFiZ0vo=,4,23,male,9,20160414,20170813
6600,13392,31789,rWTUb+YVtmIGLS6ljovlVYRcGx5lw9Gq+7YpwpS1exI=,13,22,female,4,20160221,20171002
6601,13393,31792,+ZDVAbk63xv9teeZ+Y34VcNc/ABqmucnteltBYJ/mws=,6,26,female,9,20161030,20170926
6602,13398,31803,0lqIiPSdXT2IKa+bm1WWzmxEtosNvaamcIWPXTPk16Q=,1,20,female,3,20150818,20170610
6603,13399,31804,ZOyawAuL29BzR21nmMPA/fryNzw5yduBpAS9DDJ7NII=,13,26,male,3,20150831,20171007
6604,13404,31816,a4SnJADrel3wOzipBD9e2jpzZUpBIowD/r6hxM+4/Mg=,5,25,male,3,20151105,20171003
6605,13406,31818,foBq+/GRzaBCT7QAbunGQhi1PIwOGQ74rA0XY/+k94M=,4,24,female,9,20120109,20171009
6606,13407,31819,9ZNAP5aHUUa4ibNHidOrzt3+fC3vTUSC92aYsBaHc2Q=,13,27,female,9,20150325,20170922
6607,13411,31828,YywO2YMGMdpfEpiXJiPsEUaqJ204RCi8KytbyOHOnro=,15,26,female,9,20131102,20180416
6608,13412,31829,3Nlk7K9p0rSjgrYa59FyHd8oFKmPleiWzYjLfuDcdGY=,13,20,male,3,20160628,20170613
6610,13416,31835,3mMxnQWWPwWRDFgiydKiHZPshb5HqtFWIgb+MhTGiXY=,6,20,female,9,20080331,20171113
6611,13417,31837,KcgaUVR9eFJj9pvFSpEjy8DKENw5e0MWxkfZvi1Sk1o=,22,20,female,4,20151126,20170915
6612,13418,31838,SwW49bLEz3/3hR7xkRYNYKRs3WzCw+KlzloRgBPpxII=,5,27,male,4,20151215,20170914
6613,13419,31839,zBDf8RGVk0AqZgu50rQQhr6+2YB3w3qXl+6dXvWTx58=,5,27,female,9,20110827,20171004
6615,13423,31844,R1AdYKZM83jQV9p5WBFPqyPd5pOFrIzdm/XwHUCAHms=,22,24,male,9,20151230,20171029
6617,13425,31849,JXkYMYNrobJ3hctOnaKNM7NbhgmyxEWJZTBD4yehfCU=,13,21,female,3,20140927,20180723
6619,13427,31853,KcHZD1KQ+OTw4nfrUvsCELgC3y3gtuLIX1ZPncGckMA=,5,26,male,9,20090216,20170925
6620,13430,31860,GL6IfpVeklljPUNgIwOh4j7MYDNwK7H+bg/w+W+oO5E=,1,22,female,3,20150928,20171002
6621,13433,31869,jbAZzXVkmfQJfS0P7YEC93vITybBrT17m1dgXvBVZCQ=,22,24,male,9,20061107,20170926
6622,13436,31873,nSRjuYXYTcsHaY1OBRGUpFr6yXepf7VdgNW8h4QBF/I=,21,24,male,7,20130419,20170919
6623,13443,31882,PQ0hFGPVsvW4At0TLplii7PvUTiiarliEzgee6F6s4k=,4,20,female,3,20160811,20170527
6624,13445,31886,wgV3uFU6U//qKazLBOFgbgAW45UFa+AdZFCRWmr55Ms=,22,23,male,7,20130207,20171114
6626,13448,31890,iEcG4YZR1EnGh6Mi2LukLE7ReLd/tInkgkWmCdy1k2w=,1,25,female,3,20161129,20161206
6628,13453,31901,IGk7o5GoN+v6y0PGvRN8Y2nJ2w4VTx0/j5hMqFgIxTw=,5,21,male,7,20130207,20170911
6629,13454,31902,kYiPrXiqMqhZukTniiN/dZWCOOk5L3zZqMnLZhIWLI4=,5,27,male,9,20121116,20171005
6630,13461,31911,23c/9fR62QCL85YdpazbzmG7czY9x05lHDs359dhByM=,6,22,female,9,20140225,20170828
6634,13471,31939,08dzxA7SACFaCnYV2rczguUSdcnqjz1EM0iZ0KQx3OE=,15,21,female,3,20130206,20171013
6636,13477,31947,AS5qnieaNouJZD3LjQw0lC7xOh94NNN0NK6aD15k2M8=,13,20,male,9,20121123,20170206
6637,13479,31950,v7lIM0ZK+wv4MAKE2E9kiYzi7PUN/LxLwZ/DnfhB9z0=,13,21,male,9,20110817,20171027
6638,13480,31953,HLc2BMbjireXKmlvpZjvVrcm7/wLF2D+5OmzA8R5u7E=,3,28,male,9,20120721,20171002
6639,13483,31960,dsKZ0KRey+Zd9Y9zBbjnbBYsmdUZiJH5TRINWq/Qrvw=,21,24,female,9,20090413,20170930
6640,13484,31961,Z7jV2L2wZ9OV/6KNAQ1EOCtBZxMAHgI+PPMXkPFwY1g=,6,21,male,9,20060719,20170930
6642,13487,31966,1GeIA//DRCFy3ShNc1dRqaH+4cW8V3vhXAew2x3TflU=,1,23,male,3,20160314,20170524
6643,13488,31967,mBvBR9I6OTEJexLnlQEnTb+wy5gjMAzj2YkE3YV53rI=,5,24,female,3,20161101,20170617
6644,13490,31980,X1bJfWVeW5VHm75PIqOQEdkFVOdsVw5OxXwBjj//1fQ=,4,26,male,7,20110826,20171013
6645,13491,31981,ewzwUVs6i0BR/U5spo5wkfL3QHMw0U3sRyLUTBmY5kk=,11,26,male,3,20121230,20171001
6646,13492,31983,oJIV6CPGzCtsbNdni2sJ6M4Y+k5/MaEMbYW+TDqtlMA=,10,24,female,9,20080926,20171002
6647,13494,31986,NJE5N7faYaxvvT3skXSx+oWxOVqzZgzG5bYDRlMP4NM=,13,25,female,9,20100926,20181012
6648,13495,31988,agxS5ih/ll2Kb4fqGnYN0ePtzJQ5NlV2G1zwAUzlT0U=,13,25,female,4,20160126,20170527
6649,13496,31989,cUbsvTWZo8w2GrQWcMUVUYS2esnL0kfd+HWp4klxTg0=,4,23,female,3,20150910,20170912
6650,13501,32003,/KUhDl1cxpVXgBUVza4B7qlfPX/8RJmAIp6EIWQwQec=,15,18,female,9,20150505,20161207
6651,13503,32007,ZvI2LnEMsm9aTckFY6sql/llmSpoXnTF/z4GlvXaUJs=,22,18,female,9,20090827,20161206
6652,13504,32018,5yv37pwgz1ho/yFdSy1tjNji3iRGHmmNuRdhaoVIKhM=,6,23,female,9,20130523,20180329
6653,13505,32022,Xq+T1eiVg0UgwvbjEs3GQQCYPzhXSgYL5QdmlRh24FY=,22,24,male,9,20130602,20170922
6654,13507,32024,orRgKQtKqQYoiv8KaxVtyDfDmUFxEGeil2gkMlpiQHo=,13,22,female,3,20150705,20171028
6655,13508,32025,LEm+dlLmytFefCnprqNiGEBCCInNTwRtXirsHvv+qVE=,13,19,male,9,20130601,20170925
6656,13510,32028,5HYp7/ezMASOMsm1UnXI3UlCEsIHE4O6bhoNCE5X2Vk=,1,23,male,3,20160906,20170714
6657,13512,32044,4K9I5IdgNTohRED04cdNjYyPfpAaIkIqRxGAGjKLoa0=,15,21,male,9,20110123,20170922
6658,13514,32047,zx51OvMA6lJ+iNxD6lZnUppO8ZKHhuKBIAgGXAObgqQ=,13,27,female,4,20151112,20170809
6660,13516,32049,IrmP4EpRLaX6kI/DBSMqdsN9TFJU7ofGqaQq9cpMWMw=,13,26,male,9,20151111,20180214
6662,13521,32067,c4VnasloziJerO2zkXElyhEIaVQ3JyOpL+ttOZNM808=,8,20,female,3,20130814,20170611
6663,13522,32079,hMLKXXl2ivUCG7Jf5Ti2FAIgmLVPhV/KUCqQXCQxqo0=,9,19,male,4,20161009,20170911
6665,13524,32086,Tb33icehSZGHdVaLs/I874npdcJcRFn7YJA6NbhnMLk=,15,18,male,9,20091122,20170920
6666,13526,32091,vhjvwVOhJGi96/M0r8GFU5+KNTcmyaefHskup7DpES0=,22,24,female,3,20120528,20171005
6667,13528,32096,bBq8WWCvcxIpD6GRkG8JAEqd29OjcecNc1to71kRWvM=,1,22,male,3,20150130,20171002
6668,13530,32100,9j8KYvXSg2qTt8JXMKeB6vyt1H1NizQx7/epGc1PkxU=,5,18,male,3,20150112,20171006
6669,13531,32101,fGddBnT2fHasNqu6Z+RE8TwSDZB8wljsy4Z2dpLh1xU=,4,26,male,9,20060301,20171003
6670,13532,32102,+/UwoUi5+rNj/F6RO6gMrMhOy0oTzs90MWKVNZs4+Wg=,15,28,male,3,20150905,20170913
6671,13533,32103,vMYRcoDAzA0q26Hlz+yzoYC4h9IOTAGWzqrH5ZPt6H4=,5,21,male,3,20130508,20180316
6672,13536,32109,rfDGYIP0P1kRB5S8SSY8qPZYZz/YGfxETNjv2CIkU+Q=,14,27,female,9,20101224,20170607
