,Unnamed: 0,msno,city,bd,gender,registered_via,registration_init_time,expiration_date
10822,25623,+zN4KXwRHhHyZF0EnoWqHFvgEwMHSsZAtSqlGgVmKb4=,5,22,female,9,20150306,20170611
10823,25624,IeumKRu3Khwk8QsBVXIXGjmQIPAb5E0Qtr62w98Lg4c=,5,21,male,3,20130529,20190828
10824,25625,UOs1y7/raM0KwfSfqMJd6FE721pyDbAWc1IMoWlfW88=,13,24,male,4,20160106,20171009
10825,25631,kVXM5r9i+4aFuBe/v7dhZwAXXRPrM9IvVzSdP70aPsg=,4,20,male,3,20170109,20170707
10828,25654,LHmxNst9+Q+uZqNHUR2KfQzntDYqag31ZGIx61q/LYc=,6,21,female,4,20160423,20171109
10829,25656,TjOwNufwzJn52BP64ovbUHS2BgVqlLJ1/yFuATC6Gyo=,6,26,female,9,20120618,20170913
10833,25664,SL83jbFGk2YwW/fkgai+pIP167VBuSWfW5KE74tdan4=,13,19,male,9,20150825,20180417
10835,25666,cWTBR4lHWAct7nFINHMn99awbnanRxc8zpvE8yEPdIA=,14,18,female,9,20141107,20171004
10836,25669,pQjtK2y7t5uSVwpgmFOGfH2tiu/5wuYtYbF2pO2PwCQ=,5,28,male,7,20160321,20170921
10838,25673,Fz7/W17V8b0atl1d2HoExB2uPmoP9NSQtxqtQq7Tc7w=,9,24,female,9,20041222,20170920
10840,25680,w1m0fB0xyNWBnMGf3P6YvnQrXmLIgvx8g4cek2LH8vg=,5,24,female,9,20110121,20180813
10841,25682,GhXA1tFLckIP5rKQ3SzC/w7pbwGE6BEOn9RhYlYgg/0=,5,28,male,9,20101229,20180430
10845,25693,49JzO+pmChAMP3e1MHRavIpNeQkffGGap+A/EZ8vCOA=,15,28,male,3,20130506,20170928
10846,25695,ruCwngjziypDlOwoe07EOQRg0Jvrlykly1H1XPMbgYY=,13,23,male,3,20130908,20171030
10847,25696,rq88A7mC/U+hS34ziZnd09FlXWNHYV3b3/kC4sXJCsg=,13,26,male,9,20091111,20170518
10850,25702,iV5B5c2Mnm9J3/MYJhjcvdCGMb54O+ZmYwxzLlkh4HY=,13,21,female,9,20140104,20170428
10851,25707,atafc9ZVEN/KfaA2Kr66MVkAb4Hjgy1k5DGuhNhXhlY=,6,25,male,9,20131128,20171010
10852,25708,FUAGEbP9gTNnkTfcu5usPRHfBgTXlWIp1J19AVHV5/g=,5,21,female,9,20110710,20170930
10853,25709,bgm/2fVvzKTGMuV77BztORTcp1P7DTyyfC40PHWQQq8=,4,28,female,7,20110506,20160213
10854,25710,n3WFFTXRw8YvnMfJgigliLDA2ss7zk5JIPRXUN+dC0c=,13,20,female,9,20150816,20170926
10855,25711,HyYyy6tyj63cieLFdOeZ6OqtoBDlj6JJ6gkY2xRI5Og=,13,27,male,9,20130908,20171012
10856,25718,hnzuykysWz4HHIzADe7hZN8QyenXnxYE1YOc8y1l6C8=,1,24,female,3,20130218,20170314
10859,25721,QZJKD6ql8+dqJoqGpwcCsSuo5qjVMCBxDvyNw4Iu+/Q=,6,23,male,3,20140418,20170912
10860,25722,YI7NDWU6ugpviYCTjm9xcB8+7FN4g7NkK1/L6768ASI=,13,22,female,9,20111129,20170930
10863,25726,PVNj8VNWm3xfzDYc7ADmTKEng38w9h3l962IThvSHJ0=,12,20,female,3,20160927,20160930
10866,25732,IwQSeo9Q8eXE39QzfGDsbqvJWtEDoxmzHhk2AvfzX+M=,4,21,male,3,20150716,20160914
10870,25739,TMy2v9iDsEWFc1atbJB5RA+4YLgIagbybDhNGkE9eqI=,22,22,female,9,20141027,20170611
10871,25740,PWPPWPD0vi6L3vM1tjE/bddgPH5PhAajYjGljlZrHw8=,5,27,male,3,20150825,20171005
10873,25743,wmn2o6MPMGjtlx2mZ2FOWiWUPX4hFDq6K/0ttajAnsg=,5,23,male,9,20100819,20170930
10876,25747,82ezDb0HrtBGt4SnXGeMjwecSRUj4hVv6c9XDkiG45U=,13,25,male,9,20080608,20171002
10879,25754,ikMEK9hNxPixUJt9iEIepmL8+74IyIp3BDdTyAY+R/I=,4,23,female,3,20121121,20180115
10881,25767,a912aLJi7tfNk8LDE6AnlKfF0nS8tL0yWj4asx/0kPs=,13,27,female,7,20101206,20170923
10883,25770,e2J+r4vGBFCyhR/+9BPWOrPORC0JzqTg0mCIp9p7E78=,6,20,male,9,20121107,20170711
10886,25776,sc9nQ7Y1+/doLi4ZgCZMNBfptPzO9ur08pSdw9u3RR8=,5,24,female,7,20141003,20170917
10887,25777,3DfbVhPYwkRbONak4ixU1lvngGlgsCNJvNBnP2Spack=,18,23,female,9,20131113,20170902
10888,25780,gW6QUmLJvCbk5e3IMwNS0Qn8WnowMiSx68ENUX/v45A=,15,25,male,3,20140507,20171013
10889,25789,TIRsDzrnzq7NvJ7MaVFFdCnq0s5YtxlUC/mH5NVCyNM=,15,25,female,7,20120519,20171005
10890,25790,e2K5Z274E3o22mjjCEizbKMZ+coIheykvEh1/ZWLbdQ=,1,18,female,3,20150412,20170615
10891,25791,RhVSXji/+q/TjoUu2da7lid0P6H+veCOSVjFymNB8pU=,14,22,male,3,20160305,20170914
10893,25794,g+theVUcEcr98NxKETtsZvdyD2OWVgqd9gN/ulB0rG0=,11,18,male,4,20160222,20170926
10894,25797,b2EXZmMAJg5tW55k6UgU9icrG0pwqWIm606ZH/31dtM=,12,21,male,9,20150510,20171007
10898,25807,k7bE7mrFGS+PxQfb98pG0HJ8/5OXED8BaH0YCzJWMiA=,22,21,female,9,20150806,20170305
10903,25817,b+op8Qvk1mAo/JjiRu0OcHHLqFSEIICiFFGJ1mEul7o=,15,26,male,9,20110820,20161027
10904,25818,Xl4MxTxN4y7nyckUgeu1EsrVfvEUdTc3SkM2ZMuiNng=,22,22,male,3,20121028,20171007
10906,25820,M4Tthza6e+wJXEx8Y31U2H5d2ABqsmf+SJIRJPXPZ8E=,15,20,female,3,20121228,20170913
10907,25822,cSMLP5y7li12bQJq+CoytbC/OFxq29ZyPw78LAEgwPA=,14,26,male,9,20070422,20180329
10909,25828,ky3O2mEWQweHkBPKt9Awal+VGS/H+ZUkvD+hBfYqDgg=,4,19,female,3,20160329,20170708
10911,25834,00Zj6EzyNQPRTQVTPQzQeT4En2WRcY5jJ2tcL43/fDc=,13,20,female,9,20110824,20160915
10912,25836,c35/wpm3eXZIHyr9tPhF8TDcpZFUla1vhj8/tdc+t3A=,12,21,female,4,20160128,20160131
10914,25850,/wjnyILIy9951lmPhFEBIcPSGMt/VpvvLP0ltIfKWHs=,1,22,female,4,20170222,20170708
10916,25857,IgqFagfHEZS3D/1DHKvRY8UwILRIz7JhDNlyAy+pDKk=,5,24,male,4,20161117,20170327
10917,25860,ejxxjYz8ld67HteSrr+2gqnemv1wtdvBCPpNKNncrOI=,14,26,male,4,20160821,20170616
10920,25867,B5QdETXIYCjjaRyO8hdBFsXTXc+EpRf4XeMuv4zmH/k=,5,25,male,9,20100916,20170918
10921,25868,QTku1K0EE+DvVdWok2LDlF6E/phvijp0UqSbuXhT9ac=,15,27,male,9,20050703,20171031
10925,25878,4HbSYJ3aDcCtiLtCzEa3Wo1tBzVZKMqGYbBakTrxmHM=,18,28,male,7,20110923,20170911
10926,25879,NIArNufijueaS38Uh4zEQ6DrlCUW7hNlun+ppexNBRk=,6,26,female,3,20121229,20170924
10927,25880,MPx7VrbZcVfexIEPKSuMdZLw+SrulNMq6UreRp/rQB0=,22,23,male,9,20141217,20170613
10929,25884,ZzM1hUKpAluOgXRvkR1ycKReYtAOiuaqBQ5LS1dZpos=,13,22,female,3,20140510,20171016
10932,25895,NUCvmOL7QOPkBhQ9S03ZkvBIOYG/W5Iqlkz5f1NSJ2I=,22,26,female,9,20110831,20171016
10934,25899,xKbfHlSn53S75f4RKb2BRH7Sg+6AuIXtrVP0QJfg7Yw=,3,22,male,4,20151117,20170908
10937,25904,tLIMzbsPgZKSUhNrARyirIkzzJnOz7PC8AqrIsF76rU=,5,25,female,3,20150827,20170914
10938,25906,xCqeIhhwjF49kmExhbUH+ESC5C2c53h4BNlX7dAaDOk=,5,27,male,4,20160413,20161119
10939,25913,TkO2WTSje0W1RoyaRHQPUhOmMGpSmqJfQE6iwa+kXrM=,13,24,female,9,20140212,20170914
10941,25915,f82jWQUfGz4BsKnNzPsA8Ar7QO1GRn5Uq91EI3+9Z0s=,5,24,male,9,20100103,20170727
10944,25918,5Fbbr04b/KbERvpAc5gnNqF6wBy7WxnIcOMT53m8A0g=,18,22,male,7,20130831,20171002
10946,25921,UROPCWPBi4fkbf7B+U4/kD/RDTRw1YzcXb4mPlNoZKM=,13,18,male,9,20110916,20170427
10947,25922,/lfFuHaUM1/IGgwjiOLQarWysFVsJjM+8eKiXj3Cu20=,4,20,female,9,20150918,20170920
10949,25926,2apXKFKq4DqcGkEt0DQvF38TpppWNJnskqKlW1uSfFM=,5,27,male,9,20120118,20180122
10950,25929,dOgJWYT1QpHBf9DB/wsP0/aTbLLzNhuhKtcu8zYYvVU=,7,25,female,3,20130325,20171006
10951,25932,nBZNvEfLmqT70h8Pmk7lFL4Z/ck6oBfiiTCfw8o7TQ4=,1,20,female,3,20140906,20171019
10952,25933,cgpIozZDh5Oqb06lFousqJBAwhysP3JXAHq8bofj0E4=,6,21,male,9,20110821,20170609
10953,25938,AjUrSggP/AvBlcRy0qo5p3ELKXzOJdE+bUkzleBig08=,1,22,male,3,20141104,20170710
10957,25945,9J8LN3OvftqRqbhDVmzsQwsRLlG019ssJsCT2I+OUeI=,13,22,female,9,20070107,20170423
10958,25946,TaNsPMQnzdAKrdWkhS7SSh2U7C8V6G0yf3P9ckcNEyE=,13,25,male,9,20041115,20170601
10959,25948,azF1CEgpKEJJ8Anx9oKQF/MDf6deMOH1xXypkecYqAI=,15,23,female,9,20070324,20170930
10960,25949,HH3syIQ+4WCWTkkS4j5F6wT83rUx6Cneu8ZxmwCtRLE=,13,19,female,9,20101212,20170929
10962,25959,8rJHb7THNQtPQH0sjAe1whsSJmj92xgMyGKra4iYFoQ=,1,27,male,7,20160925,20170924
10963,25963,EJPmLLJbY3fSx8+mHEzpkDPBv3oekmixm1561t7/aII=,4,28,male,3,20161206,20170910
10965,25987,g5qW6lgWMRGCrLpV8YhdQYho4t0fC0bC3p3uupIs80U=,22,21,male,9,20071212,20170927
10969,25999,TCHJcjx+VuBK1PlChN7UEnh9h+mI/JHjtTzsEIzcmq4=,13,24,male,4,20160321,20170919
10971,26002,Q7LO0mVcn6yoEV8YLf29caqiJ/DMp0mgg1CoFV5GOKo=,15,24,male,9,20150228,20180720
10972,26003,VnrgjQKhRylcCLANa6ESnk5eGkVqSex8c+dTds4UcBA=,1,21,male,3,20150712,20170812
10975,26006,fJPR5S8nZI1grxQ2fpzyzOsz75K/Hqfl/WNpsS+RPVg=,14,27,female,9,20110202,20171004
10976,26010,LF8Nvsky/0CbwyJnuymchqKLCNjfZ0ULw0Gf6veFS7c=,15,26,female,9,20141112,20180511
10977,26011,PXsIRosxmyd40Rax3iNNPYjG5rNYp/B52b7Fbomm9jo=,22,25,male,9,20150903,20171014
10978,26012,w+iGTlkNArNbAgFVCAr3vH9unW0AzkZiZVE3NnWE2/c=,10,26,female,3,20150508,20150515
10982,26021,Z3bwWL5aGIFxe6OM2r9Yk+LDm1M80JRHWFCuNX6IJoE=,5,28,male,7,20110414,20170916
10984,26024,5Fnlmci/hkyFCbMCPLlg4hV9Hd2/d1ACODLoTcghMik=,7,22,male,3,20130124,20171020
10985,26025,riuNaVg5UvaJT/iVoSziiEUXI5NQbk5MRH1/HhoU4k4=,13,25,female,3,20121208,20180602
10987,26036,2D1W9u70xAJ0NjmsbYg5PmZ2zKGdyVfXMTyZt6rQn6A=,18,20,female,4,20160601,20160605
10989,26039,OMy7VLQDDDlAqrp/YCl+BvzGIgZoWNejIDqSl8siqIM=,15,27,male,9,20080422,20170930
10991,26041,R2JrCgu3BnkdG2GNLTBlGiQ4KGsrW6UY2EYn89G3LCo=,5,24,female,9,20160905,20170810
10993,26052,Xumu+NIjS6QYVxDS4/t3SawvJ7viT9hPKXmf0RtLNx8=,13,24,female,9,20110525,20170911
10994,26053,usBoNtLPzs8HoesrZQvZrYeQYG420c6dG6WcK5zadss=,15,20,female,3,20141230,20161218
10996,26059,thIf6w3BMUGwKgRn0vHoBmPTPtH386H+LPBO5ADUuqs=,6,21,female,4,20151222,20170821
10997,26062,8Mxr0dST8egcswuIjNSgeHmRyp8BdWPscH4Tr8XqGGg=,6,27,female,4,20160120,20170709
11002,26072,dEK1cVfdGaKd5ihXxCzf1HbZjR8+JdTYvfHFEnNz3cQ=,13,19,male,4,20151014,20171209
11003,26073,TnCUUU64JLrK9Ei/VPxND8lCPV6H94H7IRyFm83tD1s=,1,21,female,3,20150817,20170923
11010,26092,0j+OLn0VqRICsHk9IA28aWAF4IFUaOkVqNTLYGRwD9w=,10,27,male,9,20161218,20180123
11012,26097,aEV4Mp7XBng/KDanp4mgKzsG0C8TgBEYKyzuYVfIhtA=,15,22,male,3,20150921,20170906
11019,26111,3VgrLJqRTxVKMZ10m1+xSB3bYt1tWtGZP/cCKw/bgx0=,5,20,female,9,20140308,20180301
11024,26116,htYPmKVqjcXqiTmepoiwNPun07SW3ir7zXwHfwVgiKY=,5,20,female,3,20130212,20170924
11026,26118,habBY8g8w64Ds7AoJFLNlUp/5tT9uvYIermecqIcEyg=,22,24,female,7,20111113,20170922
11028,26138,XjQWB83glZPxBNBP1lod8rBUFGFAZ+avqtf/cIVWnYM=,6,24,female,3,20141022,20170924
11029,26139,P5HtiO8N/HMqM+fL+ppciTQRxG6IbA5msaiWp3x8aWs=,14,27,male,3,20150612,20150619
11031,26141,1PT2ZgLmJXAEvfZnZbFMVD4VpMz8BJ1HN7gVqTVtdxQ=,6,24,male,7,20151009,20180805
11035,26159,w/AFeuM2sI4iQsoK8VVvAnxaRKPfwCkJXf7ujXIe2ms=,4,22,male,3,20121228,20161111
11036,26160,s0EtGkpDL9fYh6dxLLh1ot7As/wzI3opqY19yeVYfBE=,13,23,male,9,20071118,20171006
11038,26162,5PbBykvNqwYVVepugrfvkMFjAJjciS8TAuv4qX9/r2o=,4,20,female,3,20141212,20170912
11039,26164,n+DFbIw0+NLVIGlIoyiStLzQfU3V/rtD6E4Z+4AgPug=,5,24,male,9,20050523,20180209
11042,26182,pl0RCSuzWHBYcfQshWz1rDvhgzvSbmM7Mya5sF7UQIk=,17,27,male,9,20070415,20170920
11044,26186,/zRCIpK6y4K3VgQownjTnDI/PNHQ5jvzTibkjVB/WKk=,22,20,female,3,20150820,20171107
11046,26190,PT1OVXVZmXUEWJSrg6oAYpeizWHjo+67OOtQshT782k=,6,25,male,7,20120729,20171031
11047,26192,P0Or7EZ1U9AzSE+wr3P5ka/Is+lKxVmximjI/gfREno=,5,20,female,4,20160202,20170303
11049,26197,59Ri6XMZ6tCdWJjIibyNA9aI3WqcD8T3s0F4SAFU5Xc=,13,27,male,9,20110911,20171010
11050,26198,VhkiOEbShJoeO04e+xM/HUGW+XAQEUzGQ9nppnXEoA8=,14,24,female,9,20111107,20170930
11052,26200,BRWYfGO20ZXAse4qoFskr4JtaX3cV/kafIZ6BOmji20=,5,26,female,3,20140326,20171126
11053,26201,BxiNmoG3FYyTTh5bptQFaaR44GmIofAiYbw4qEfCVtQ=,5,28,female,9,20040328,20170908
11055,26208,OFOBMM/WWr4pCEJ7ub3ae6CR6uq+YweCvKBR4TlQkAg=,13,26,male,3,20131130,20170613
11060,26225,d/V7D5LNfmwNaTtWKmvKIrQVIgz033CRqAPGzMXjWsA=,12,24,male,9,20110107,20170809
11063,26228,kQzq+VxUJPcemHbNsMYM+X3hjSV5NuimiBMNyffLQ9k=,13,25,male,9,20120526,20170708
11065,26233,xEVC+PiTb/nHPWfOsmoxrllzzuDnnDj/dwr4/ESo+2o=,4,21,female,4,20161114,20170809
11069,26240,bLlT7DGb5PN5OZdfn40z409lhLz8+KjBLZ//djyfn9U=,13,23,male,3,20150411,20170927
11071,26245,5dZhxfJQ2JCkX529iTRHnfUt1f3y73BtOXpt2HvKeFY=,4,26,female,4,20161221,20161224
11072,26247,A00rXNVBswSssjQUOQvyJ+YVISSAmbpZGrSz/CWR4tc=,4,20,male,3,20161105,20170711
11075,26253,bhyk8UAxqmDQ/uo0huDHo/m0sF9DTMa18S4XCTtfxs8=,15,21,male,3,20141218,20170826
11076,26254,497vZc3bjStmlqZGlzxME74YfJ0aK2rRanDOH/A7EOM=,13,20,female,9,20140430,20170925
11079,26263,pZi1S/DDol3BYnTRuhHm5gKQDpuna4G8+EGXzU0l0w4=,1,27,female,3,20161223,20161226
11080,26265,UzAmCNvEs77Y0zbRkRAYcPUD2RR/IekzbLWzHZOjjs0=,6,27,female,3,20130929,20170106
11081,26266,vCl4vsNQdnCLjBEi8VwMDc9wFYWQDW5oZeMkT18G+fw=,13,24,female,9,20130918,20170924
11082,26267,lxfLG5bfXCGzyApMnPwrVfdyZ0MkR4K0pzp2C4PqWtU=,17,22,male,9,20101005,20170923
11083,26268,y4B6BOQ1Ts29Q88A51X03GFv3efK3IU8CTRrTDBZIbM=,15,28,male,7,20130824,20171012
11084,26276,2GlXNsktlwdhHvM5b3nlIE6ThVFXF+Lr1xKs/cduHdE=,14,27,male,9,20080217,20171031
11086,26281,xvCZwCZKAymPqSrWIFgThdN+J+LwiT1EeRZSl4jxntM=,13,19,male,9,20150107,20180207
11088,26284,SXGj4jVkSq/o/o4XJZiuxewQ+Y8qkoTc5MTJiFWP+UA=,1,25,male,3,20150118,20170917
11089,26285,rb7TT328utsdnd8COyhstig0zciXIURo7M464E60EHg=,15,22,female,9,20110606,20170930
11091,26290,oP0xt6mIRDtIr86gSall1yOEGmzc+SEjw4hOlmYIS10=,12,21,male,9,20081028,20171029
11093,26292,Y9gEtZr6BeWvqzM3oo4RyJxwqCtrnZZ4Kk55RvwHoOk=,10,20,male,7,20151217,20170718
11094,26293,1h/LOa7Joo9Lw7qpURFRfcB4FZ2/8ps9Fy4YMSF674M=,13,28,male,4,20151204,20170421
11096,26297,xn32u3Jlkhytygq3QaTJHwe7SsDvBPAK7pemxh2pBao=,5,23,male,9,20140902,20171118
11099,26300,1qcVM9Fz5p8CVtmY+VLfQFcqG4OK+2jALw6X8AmLvAI=,13,28,male,9,20081209,20170824
11100,26306,/R9zkEGGh+lF1XuJd+LIenJin5Vq2nMqZ/U7H267jGg=,13,24,male,3,20120918,20170614
11102,26308,C5lAFYN1YtojjBadwHFJp5/pAw/RafQMUzrbf9ZiJ78=,5,25,male,9,20101203,20171211
11103,26309,DL7accQPUj7HaBrc5BZgoSeWBmNdZnMg+JSTPzKe/UY=,6,20,female,3,20140315,20171221
11104,26310,EJBV67UUDudUP9TasmW+wW9xqCRj+VKq0DQmzIhqO4s=,13,23,female,9,20081212,20170924
11105,26312,K5tHOIXrlTF5wGnz0o2XeUnTTrjhcmdz3xTQ+l5fOUk=,22,21,female,9,20161106,20171011
11106,26314,dfu6SbPkcW9h4SLnaDNknzHcujJkevSVeEN8j43Tm8E=,6,27,female,3,20170206,20170209
11107,26316,JuDOPQzaX9U3kpkjpBUE29v3k1aEes/0m6K0ItIMHRw=,1,21,male,4,20170123,20170808
11108,26319,rtRoHKN900IT/cXaYIFcDFYzwWXMTbA5GGCvQU1r+1k=,8,27,male,7,20120302,20170922
11110,26321,rkl0c8DElXqujKpPK2jlqa0oXQicC7KugZC8mYg/7CI=,7,21,female,3,20150119,20170908
11111,26326,/G3MsgdO0n3b3ZmNqkxGCvVyuhdpeQxxrN7bQ3/QNyQ=,5,23,female,4,20160118,20170923
11112,26331,dQF+sLrdbt+A4U34Zq3jIY8kr/6/XLKa7KSSS0vVMMA=,5,24,male,9,20090321,20170930
11122,26353,W0cJy0/vhWx18mVlvQjc1VFsx3g9Cd7gu5UcRS7xaTE=,21,22,male,9,20110925,20170611
11123,26357,V+hXDlWjiRIe+CK9TJz/WAR8FeYObiw0PFsw5eUB/kk=,15,28,male,3,20130110,20170616
11125,26360,i5ij1Ly5n4cvnEq0qW/zGlvE2K6muPGKF6GykkfnCIE=,15,25,female,3,20130206,20170918
11127,26364,HLP6vBwepagUBT14I5WjWd1VtCiGQNEkPVihXVeu22s=,8,21,male,9,20160407,20170522
11130,26371,Vh8sW7GDSYsudL9LeYH5wyiIiMpjghrfUsafMmZyQv4=,15,21,female,9,20150104,20171009
11132,26375,ValXJ8QjlMqZ1tAZhFjkOEeKDnZOa2ovXPiLd1buyrI=,13,25,female,4,20160402,20180115
11133,26376,/TEYmvR3+gfarSBe02TRMq5MwAKbzRtgLA6bXaSLtzM=,15,26,male,3,20140821,20171206
11134,26377,mCg53jm/PbLgi6LebGtmGb3ID4Go3QO2/IrfDqx9uKo=,13,23,female,9,20120617,20171006
11137,26380,ksQJurkRa/leBYyOTOKS5InmUneVSEOIUHVROUSEwqA=,15,18,male,7,20150907,20170814
11138,26381,bgsjd3xBL1urEtR2d4UN9VL8KGOdbvm1uEcZKrqJzss=,13,23,female,3,20120108,20171012
11140,26383,bs3ZKTBkvYYiYg5g/5XclsYIKJOTs4K9pnYv27N/pOs=,5,19,male,3,20130412,20170719
11146,26395,Vp3FOWvy8G6pg0sgcXmzIXWsm90v+yX8gAQ82rZR540=,5,24,male,4,20160212,20180116
11147,26397,evBbtPgKmvI9zPc0RvBX60rirvuyQNtdB3xWPjJ2fao=,14,20,male,9,20160103,20170812
11153,26413,aqSMbOzL9mr04dh4ULjU+vcDlGCL4Xjl4jsjM20r9J8=,12,26,male,3,20141102,20170921
11154,26414,VKC6o8XocDzC5sIp42SHlpJDlagfgo0cK9szU4iSUSs=,15,25,male,3,20130301,20171103
11156,26416,wOsZprZMG9/JKy0BMG/y1v6LkDCVG1PUTfjSfTBon5E=,5,25,male,9,20061017,20170225
11158,26418,lYJ6mkij8ytrhuxOgVIu2hwXaxoFNBb4PeBmMHEAeyI=,4,24,female,3,20150921,20170910
11160,26421,SJtscXjfBj8vwFEZbKj5x0zwalhjA7hhvHGf7gpRwvM=,17,25,male,9,20060803,20170930
11164,26429,w1NLpFRTL890WUoVd1MAZByT0kvCQcTj/QZfFXkT2ps=,13,27,female,9,20111017,20171001
11167,26435,gYE9K0Pxv3YVO4i1TJQva/tEaYesyCXDwGtGzR44nag=,11,21,male,4,20161030,20170217
11170,26446,bzfEPCg3bYNuK5vCIRgwOa/a7DFjPuXgYTjYrVZSEXA=,22,27,female,9,20141118,20180317
11172,26448,z/GU4MQF5rWze+xSokNIFASOfiV+G1iwyreq+rUZ76I=,12,21,female,3,20140918,20170708
11174,26453,SGlOB6iYlFnWZpXpRaqof9mLNN3SJ2PbjonUeFT/Y1Q=,12,18,female,3,20150730,20150806
11178,26468,3pksAcn6WFFAJRCRAIpTsl1dQvf7Uba6Ch+wY661xbA=,4,18,female,4,20160228,20170709
11179,26471,MFXUkoWVAVJB/aTFSjzROYH1KOLhvodlhriz09D6fXc=,12,20,male,7,20161215,20161218
11182,26477,szABsXwsLhT/PkX77qEmJT3aUOAJFihZAB9xJ0wiPDo=,15,23,male,3,20121208,20170612
11183,26478,PvlNJOCg+VN6QJ5ofrG4VxSRgkdJ91nuc1HOCaZzths=,13,25,male,3,20130125,20171019
11186,26494,kddem+XFzYbBsaAbmhRshwy5u4LmJhYr6wygPFrMZY0=,4,27,female,9,20100216,20171005
11189,26502,ksdOifcufS4Rz5L9eDyXT1Z4MjYh35LdkPdM3PgqaYs=,4,25,female,9,20141215,20170815
11195,26520,YzF94BpiYl2or2hjX0Aow3zYfLWT/TumnWZZaU2W1pg=,13,22,male,3,20140305,20171012
11198,26525,hvCxmkSj9ECjUKakwIUw7/0wewWAiWcmVnSeiK+aAKU=,13,28,female,7,20160316,20161101
11199,26526,j7zXmdcMd7LgsAWnb+K68w/tU0P3Rkr2X4kHALZm5pU=,15,22,male,4,20160402,20170925
11200,26527,BEFi4I+X+TNx7Qp5Br4Oq+6f0XdbIO2/N/DBERaxSHQ=,12,19,male,4,20160118,20170617
11202,26534,0f2NXsPeDTnP48vcxgZlKrOnevYc8mfKh13pDkIeqaY=,5,22,female,4,20151013,20160920
11205,26538,V71CyR/G9TTSapk4KYLRPTMOMkjsRQbz6rA4DXekGjs=,13,27,male,9,20111205,20170930
11207,26541,ljM0NQXPscnWqKSFUKP17QCnzHLQu+B/Rs0bOscUKAo=,4,19,female,7,20160809,20170909
11209,26548,Ujf2T0gnl8XVieQATS+qAgl3pDKyefhp90u6jz6s/Ws=,3,25,female,9,20120818,20120819
11210,26549,4WMy5/KY53ySrmf4Rel6dyT6MFN9YgS6U60LzOXggRc=,1,22,male,7,20130318,20170916
11211,26550,kcdyy8NN8rZxtcGiI3B0o2Qr33C7kwlUJZG6tdbpkus=,3,22,female,3,20140209,20171016
11212,26553,wNyizqLdJDjPIznpVKAB7+F21VRvNrnHZBEcEtyx+CY=,21,19,male,3,20150614,20170917
11213,26554,nnUiM7QGbItw+UvzBojNHEHxg+4I7ZLhPaMwceyKVyA=,4,26,male,7,20130727,20170930
11215,26564,YLG03IVtiwkexqQJQEjSi+dgkPHlcOoHU4fuREQXTsQ=,22,23,male,3,20120630,20171110
11216,26565,GrjMJXvqsQN6MnHS9ZZ1LH5RkiN7cOB5gUZ3yBx7gRg=,15,21,male,4,20160213,20171003
11217,26566,L9CL5S3ASPSwPF5M+VlHKFjuWXc6Gaz0Uyko2LCuWkk=,15,28,female,9,20101030,20170930
11218,26568,Pr4H1zBySqlCZCc9vJXK6h2dAD+JcoH6gOiIJizb+Rc=,4,24,female,7,20160223,20170923
11219,26572,Obh2QWqItQv7H5psWaoI4sujKZyTG1aq0h4kJrL1xwU=,1,21,male,3,20150828,20170315
11221,26577,/A9z8vjooRm8DrTCucNJd37ucA5EF4HjJnKi66tiKEs=,13,18,male,3,20170225,20180414
11235,26611,Rq3BtcoQ0xOooPOXZTt9XNek70BKKgKfDLeBwfs+5Gg=,3,23,female,9,20111101,20170307
11236,26615,GegmeVM+Bm1iCo9eLTb6p01Zvpt/qygBLCNN2rtRlco=,14,20,male,9,20140403,20171003
11239,26618,JDvORD0nwsZ61qaqbiE9+KAoPK6X8mU4o4rAQ4DmM2E=,14,27,male,9,20111217,20180204
11240,26619,0A6c/rTplsKQ/q4ug8orB3f9fPvIRroYufvCfQ2JIpw=,5,20,male,9,20090220,20180623
11242,26622,6eqsHIBd/l+R5bQ2Xe2d8Sqf4ipTCTmIysDfduNMt3E=,18,26,male,3,20121116,20180505
11243,26623,1TRZCqle6CozKaK7YgD5J7EIhrUWpwM6Bf4U54XnjZY=,4,21,female,9,20140516,20170812
11245,26625,hPYypW9LwcQXdJwdm+4i9p9r22nON9S/1fTMWC9dE0Y=,13,25,female,3,20140407,20171013
11250,26642,DPcxpS85yyCC88E2Cfet95IZWy+dUtXpdVsefIUWyGg=,13,24,female,9,20150628,20180125
11251,26643,pQ7+i2BMSkn7wVsPu6lQGGpcqaE7HkXUn3TxH0xs9iQ=,13,21,male,3,20120804,20170909
11252,26645,73cZXyIbuPiN+RPkCNF5z3K/XEUCv5iBYjFEy7hif1w=,6,22,male,3,20130402,20171007
11256,26650,thyAoaqH1nIOuxe/DKg9mnBzsVZlQSc3o+ZRmKOKLW0=,22,21,female,3,20130907,20170930
11257,26651,CYmzD2wbmGsqV13Y85nk4Abssnsmbz5WdAD+RPqkGoc=,22,24,male,3,20150515,20170930
11259,26656,2qqv0lEdbQBIx0CwvKn7O45YPjNEfwed1qtKlEbz55o=,5,28,male,9,20061023,20170115
11260,26657,9rWCAWMA0OvsMCS/5jwWk2gL1yKuOlFsuFc0wu7uClI=,13,18,male,3,20131012,20171007
11262,26663,lEzxLnEp7ew6C3O7VsKVY+/fEObJ2ZLkSXkHEplVMg8=,22,25,male,9,20110524,20170930
